overall,reviewerID,asin
4.0,A1E0VYZASSATL6,B00005NINY
2.0,ABKJDMFLE8DOG,B00005NINY
5.0,A22BW9RWH94IAJ,B00005NINY
4.0,ASIAET4SYE1BM,B00005NINY
1.0,AP50MTCYXQKVE,B00005NINY
5.0,A1MUBK3H3DVAA6,B00005NIND
4.0,A36URE5SRVJ2WB,B00005NIND
5.0,A9FWI7BQ6THEY,B00005NIND
2.0,A3EDYF084GX9KR,B00005NIND
4.0,A3I126VPWQLTUM,B00005NIND
5.0,A20514YT3H0AR7,B00005NIND
4.0,A3SO6JLPDJAKJM,B00005NIND
5.0,AHEQTNVN4Q4HE,B00005NIND
4.0,A2G9OJVPXNMCRT,B00005NIND
5.0,A2E3XD3XW10FTX,B00005NIND
1.0,A1Q0C3R3DM6GP2,B00005NIRE
5.0,A10VAZLEGTEZU0,B00005NIRE
5.0,AM3CWKK90BN4B,B00005NIRE
1.0,A2O79PS6DQYG21,B00005NIRE
2.0,A2AJJBMOK1V79O,B00005NIRE
5.0,A27TXU0KRBK3FH,B00005NIRE
5.0,A3GOO2VP8ZRU60,B00005NIRE
3.0,A3MAPD3FBV5RS5,B00005NIRE
1.0,AZ6P7IYD39WEP,B00005NIRE
5.0,A28F20SHYVUSJV,B00005NIRE
5.0,A2K2LD6NV6XFOR,B00005NIOH
5.0,A2PICQMR827D3Z,B00005NIOH
3.0,A9TLCX3EOAB3X,B00005NIOH
5.0,A1EFBJDH7JDLI7,B00005NIOH
1.0,A3MA8RNPASXW9G,B00005NIOH
5.0,AKTJIYOF7ONVT,B00005NIOH
5.0,AB72W83SBYDHA,B00005NIOH
4.0,A2PAN5H4AC48OX,B00005NIOH
5.0,AN7AELA3YHNZK,B00005NIOH
5.0,A3BBN03972ORD8,B00005NIOH
5.0,A17E6KKILUIMDK,B00005NIRE
5.0,A12ODIC0764A3C,B00005NIRE
2.0,A3KY6YCAXF4WNN,B00005NIRE
4.0,ABAJPX2IVK8I,B00005NIRE
1.0,A2T6KK0NVMY8N8,B00005NIRE
5.0,AIRVZWLT8CEE3,B00005NIRE
4.0,A2GYNVYWEYGJ3K,B00005NIRE
4.0,A367GJE4OSSZZU,B00005NIRE
2.0,A2K0WZGYLQ9F0X,B00005NIRE
1.0,AU5FKRQI7FWZF,B00005NIRE
5.0,A352MOHYB7RLCR,B00005NINY
5.0,A26CSOWN6OEOXQ,B00005NINY
5.0,A2HH576PCHYN3Q,B00005NINY
5.0,A1E70JPINYFF45,B00005NINY
5.0,A2723HJVRXAIDN,B00005NINY
5.0,A3R1VOJXMMSRTV,B00005NINY
5.0,A10065CA0GBMYO,B00005NINY
5.0,A18DYKPGZX2F26,B00005NINY
5.0,A25L87TMOZ62B9,B00005NINY
1.0,AA5WNQCFVV53K,B00005NINY
1.0,A2PN064FBTXLCD,B00005NIND
5.0,ATKJZ0XMTVK9N,B00005NIND
1.0,A3TXRQC29EJ8MI,B00005NIND
3.0,A28QJ0IE0PUNCX,B00005NIND
4.0,A389YYUEDAV5RL,B00005NIND
5.0,A1P62MRO6AIZES,B00005NIND
1.0,A15E7JDOUWK5SM,B00005NIND
5.0,A288R9RZAKRNMS,B00005NIND
2.0,ATGPH9KQ93IWR,B00005NIND
5.0,A1IG2LKYUH7O0D,B00005NIND
5.0,A1UJ1PJC3PFXG,B00005NINU
5.0,A1586VRV91ZBGR,B00005NINU
5.0,A1H4ZGFVT37LVL,B00005NINU
5.0,A3JOVOS1VW9379,B00005NINU
5.0,A1C2TQ8GO9FZHZ,B00005NINU
5.0,A1RVMEWK8CQY4S,B00005NINU
4.0,A3OBZS1YC67YT5,B00005NINU
1.0,ANFC1BN8DX7CP,B00005NINU
5.0,A32BI68YDREIOP,B00005NINU
4.0,A2DDC8KZCVB0P8,B00005NINU
2.0,A19SGQ6ZQ5ETQZ,B00005NIOH
5.0,A19U3AD6PH8GK5,B00005NIOH
5.0,ACJV84TKQJK2Y,B00005NIOH
5.0,ASA4ECJJKPSY2,B00005NIOH
5.0,A1DHLGN6LGQX7C,B00005NIOH
5.0,A3D8I599OXTXJX,B00005NIOH
5.0,A155739Z2C91ZB,B00005NIOH
5.0,AG7KOYKW1VWHL,B00005NIOH
5.0,A2XA7BI0NO2KSZ,B00005NIOH
1.0,AMVK5L1GL5Z06,B00005NIOH
4.0,A2KNITCJ2ONMYL,B00005NIRE
4.0,A3MO06UZQQY4Z0,B00005NIRE
3.0,AAM75DX67KO5J,B00005NIRE
5.0,A284GFG9CIUW1P,B00005NIRE
5.0,A3E7T1FDR793G2,B00005NIRE
4.0,A7DCWCD9S7RKL,B00005NIRE
4.0,AG4TJMNU2WEUU,B00005NIRE
5.0,A2EU43MES1O5RJ,B00005NIRE
4.0,A24MYLQYL554NC,B00005NIRE
2.0,A3AWHNFU86FU90,B00005NINY
5.0,AQ9DZDRWOB01H,B00005NINY
4.0,AJEOHJ0K49T79,B00005NINY
5.0,A2YJSLTONM513Y,B00005NINY
1.0,A4VC3G2POZNR5,B00005NINY
5.0,A2EMPB69ADLGEQ,B00005NINY
5.0,A25UQYXIYV2CKG,B00005NINY
1.0,A7I35INESP3YU,B00005NINY
5.0,A3P6UTOK3N992O,B00005NINY
1.0,A1R3AL7V7FUNEV,B00005NINY
2.0,A2JOR8VJFOI88A,B00005NIND
2.0,A31LQMXBE5X4AS,B00005NIND
4.0,A1MY8JPP8BUGQC,B00005NIND
2.0,A3T31WAPYXTBEB,B00005NIND
2.0,A39JGHLV8HNZT,B00005NIND
4.0,A1KIO1EIUZAS03,B00005NIND
5.0,A14V5KQO0N0Q2H,B00005NIND
5.0,A3AF14KA5PFKFH,B00005NIND
5.0,A1V35JG4KSP87E,B00005NIND
5.0,A3U6T3MTFNVGCO,B00005NIND
1.0,A1EULS3V2PQQOU,B00005NINU
5.0,AGQCJ3CQ5RO,B00005NINU
5.0,ATMQEI1LKR6VB,B00005NINU
4.0,A29LNTTB2VOSW9,B00005NINU
4.0,A88BJZCDCD3BX,B00005NINU
5.0,A1OYIWTTPN1OKW,B00005NINU
4.0,A3GAOXSTC1KC05,B00005NINU
2.0,AYO0E460K24G7,B00005NINU
2.0,A1TV30YAX4SWZV,B00005NINU
5.0,A1ICX0DEBOTINR,B00005NINU
5.0,A1OFP95GXA1S60,B00005NIOH
5.0,ATE9M6WUL3APB,B00005NIOH
5.0,A10RI2SP688Q0N,B00005NIOH
5.0,A2K61K4W3H6CX6,B00005NIOH
5.0,AZ1MOBNAEJIU6,B00005NIOH
5.0,A294I0LL8B9PXF,B00005NIOH
5.0,AVWDO1P1RDPCF,B00005NIOH
5.0,A159MBK45BJB9U,B00005NIOH
5.0,A14QZTM2UM42Q2,B00005NIOH
5.0,A20AZ3MPR2C0LI,B00005NIOH
5.0,A2OWJSM1Y9Y8OV,B00005NIRE
4.0,A303NUK14Y5O7D,B00005NIRE
5.0,A3M9187NHKXF3M,B00005NIRE
3.0,A3EPZHGCBWKABU,B00005NIRE
4.0,A2E2F178EXLYNH,B00005NIRE
4.0,A2QHLXUWXMSTQO,B00005NIRE
3.0,A1Z3FXQTSVDRCY,B00005NIRE
2.0,A3VHGUZCGYA4KK,B00005NIRE
3.0,A1C0Q9MS8AANT0,B00005NIRE
1.0,A1CPCCV3HXBTC2,B00005NIRE
5.0,A19XGM5J6K00G,B00005NINU
5.0,AXJ529STIZPYJ,B00005NINU
5.0,A26X768RM5HUIW,B00005NINU
5.0,A17F7XJDZDRNYR,B00005NINU
4.0,A2WGW4JM08YYRO,B00005NINU
5.0,A16PDB0CIYNAMC,B00005NINU
1.0,ADTIQLI5BES6Y,B00005NINU
4.0,A2P920JX0FP56E,B00005NINU
5.0,A2LXX47A0KMJVX,B00005NINU
1.0,A1LPIC20VL6R1S,B00005NINU
5.0,A2P907I9ML52GB,B00005NINY
5.0,A6ZC6NYSKP4MN,B00005NINY
5.0,A2FT5SKHSDRBAN,B00005NINY
1.0,A1QZLWB9BU90EV,B00005NINY
5.0,A3ME0YPX3BIH7,B00005NINY
3.0,A2V44GIL7PGVRC,B00005NINY
1.0,A1I2WHW9LK7JUA,B00005NINY
3.0,A1FCOW6QNQ06B5,B00005NINY
5.0,A39UHJI00Y6MWH,B00005NINY
5.0,AIM1M372I6UOL,B00005NINY
5.0,A2R3H6K4O7PSFB,B00005NIND
1.0,A2F567EHQATYY1,B00005NIND
3.0,A15E7JDOUWK5SM,B00005NIND
5.0,A2O7G1FS7FHLLL,B00005NIND
5.0,A1NN0RALRGPNU9,B00005NIND
5.0,A280HZ93SFO52,B00005NIND
1.0,A2T0WWL9RIY5A0,B00005NIND
2.0,A2YXJA5GR685DV,B00005NIND
4.0,A389YYUEDAV5RL,B00005NIND
5.0,AIGNCD4L3VVAX,B00005NIND
5.0,A15OL4J3IJJGGF,B00005NIOH
5.0,A21L03KYI6O0OM,B00005NIOH
5.0,A18EZGMUQI5NZJ,B00005NIOH
5.0,A1PPJC2KE26M5F,B00005NIOH
5.0,AEVU0PU9T3ZK9,B00005NIOH
5.0,AFOENI3SU0XP1,B00005NIOH
5.0,A2YYGCLTK2HULK,B00005NIOH
5.0,AB0J19NZ2SD70,B00005NIOH
5.0,A13LNX4CAR7B5B,B00005NIOH
5.0,A2DCS6NNMMUA9T,B00005NIOH
5.0,A3LANSRXLT1PW0,B00005NIRE
5.0,A3H8UG5U16ZY1U,B00005NIRE
3.0,A15V6FQ21Y1N77,B00005NIRE
1.0,A2VDVK1OFSPQH8,B00005NIRE
5.0,A1KSXPLM9ONGZO,B00005NIRE
5.0,A24OD32OO79P9J,B00005NIRE
5.0,A3S1013R4LP2Y7,B00005NIRE
5.0,A26099BA6MX7DJ,B00005NIRE
3.0,A3PT9QVFSZBZ0L,B00005NIRE
3.0,A1T3XUBDE6FF8O,B00005NIRE
5.0,A2WFEQFHDJL0GF,B00005NINU
5.0,A1R7OKEQ1YIQO3,B00005NINU
5.0,A218GR2CS4IUF4,B00005NINU
5.0,A13XFOKQRHH1JX,B00005NINU
1.0,A3U6Y5OZC93J66,B00005NINU
2.0,A1FPX37WZIHP43,B00005NINU
1.0,AY45KGQGZ6RLE,B00005NINU
2.0,A1L9LEAW6O7R0Q,B00005NINU
2.0,A20HI8Y8IT1MEY,B00005NINU
1.0,A1H412GE2PLFJD,B00005NINU
5.0,A8PXQ6XBNSWCE,B00005NINY
5.0,A1RV6MRXWZ1NIT,B00005NINY
1.0,A2NJZ7GKSEC8U7,B00005NINY
5.0,A3SGQT9RWFBYOV,B00005NINY
4.0,A1EJ5R08V6Z15W,B00005NINY
4.0,A4U6O56R85PFD,B00005NINY
5.0,ATM1TQ8U2B7YT,B00005NINY
2.0,A3SR6ARFCX669K,B00005NINY
5.0,A1QQQESUHB4Y9G,B00005NINY
5.0,A3J4695MIO9CWX,B00005NINY
1.0,A1Q5BP197FYH5P,B00005NIND
4.0,A12GMQ5Z5QZLZ1,B00005NIND
5.0,A3VHXV6C6LY9N7,B00005NIND
2.0,A2LMF4HG470CNF,B00005NIND
5.0,A36VQJP0CDZ95R,B00005NIND
5.0,A9DED9OIM6V0L,B00005NIND
5.0,A31UQR3XD98CE7,B00005NIND
4.0,A1ZA1AWDH8OBDE,B00005NIND
2.0,A3S0FEU2DMYULV,B00005NIND
2.0,A1I7M6JCK4IOVC,B00005NIND
5.0,A323064RLU32FO,B00005NIOH
5.0,AEVFODEQJM3MI,B00005NIOH
5.0,A5AF2S1S43XVW,B00005NIOH
5.0,A15C5LG9VJ87UA,B00005NIOH
4.0,A2FC8P1P3GXT9P,B00005NIOH
3.0,A36AIW5KPEKEHQ,B00005NIOH
3.0,A22RY8N8CNDF3A,B00005NIOH
4.0,A1G29D5016SQ8M,B00005NIOH
5.0,A3KK6HFY02Z7NU,B00005NIOH
5.0,A1CINOJEAVN6TD,B00005NIOH
5.0,A3PHWBME0X67AF,B00005NIRE
1.0,AM1M1JKU3AV2Q,B00005NIRE
2.0,A3U0KOJYFYFPM7,B00005NIRE
4.0,A2S3KPDHL05HUC,B00005NIRE
5.0,AGR0R1H7Z5P0R,B00005NIRE
5.0,A24M6JA35GLOEC,B00005NIRE
1.0,A26I626EZGQ63V,B00005NIRE
2.0,A29OTS32S7ZI3H,B00005NIRE
4.0,ATIZRTHLCH554,B00005NIRE
5.0,A27LSXV78MHYEO,B00005NIRE
4.0,AJ8NKC57CSVB0,B00005NINU
4.0,A20F3JH5NDN2RF,B00005NINU
3.0,A1Q00FTYIHVZNH,B00005NINU
5.0,AHXXZY63GSG33,B00005NINU
2.0,A2EMN8EJ06HQFR,B00005NINU
4.0,AXPZ2OZ3TLU9C,B00005NINU
2.0,A2UUJ6DD3RNP1V,B00005NINU
1.0,A3US85N05RIH29,B00005NINU
2.0,A2AV7Q95QGPTO0,B00005NINU
5.0,A15PVSRJPDUCCE,B00005NINU
1.0,A1XOP0IDGFNZJ5,B00005NIND
5.0,A286LCWBKCQ3DH,B00005NIND
4.0,A2K7OURISWOP1T,B00005NIND
2.0,A7384N4MELA7Q,B00005NIND
5.0,A37048MY160PIG,B00005NIND
4.0,A1WMMTHO5FKVQ5,B00005NIND
5.0,A18QSPBVPS6UQO,B00005NIND
5.0,A2EMC3K1REGE58,B00005NIND
3.0,A2WTMRY38BMEFX,B00005NIND
5.0,AI9VBFZ04PROZ,B00005NIND
5.0,A1U6BSU7CX8B8Q,B00005NIOH
5.0,A1QQEL06OOUG15,B00005NIOH
5.0,A3G5EJ6MTRJQG3,B00005NIOH
5.0,A15HG2TI16DAG2,B00005NIOH
5.0,A1OFGO9WKA438S,B00005NIOH
5.0,A1PWU3GUVJLW89,B00005NIOH
5.0,A1580OLNFHSZPX,B00005NIOH
5.0,A3UZ6WTHUEXOGC,B00005NIOH
1.0,A3LPKKEI9HDYEZ,B00005NIOH
5.0,A3JSROIZ1SFTS,B00005NIOH
3.0,A3SYBPJPBTGNPF,B00005NINY
1.0,A2NA6LCRV8CI70,B00005NINY
1.0,A3BD1RKKFQ3ERG,B00005NINY
1.0,A3ME3OIA0U73W9,B00005NINY
5.0,A1G6FPU9QO7YOT,B00005NINY
5.0,A25WVNR2W1K7N5,B00005NINY
5.0,A21A8OCHJJIC1S,B00005NINY
5.0,A3UT7C103UAGD0,B00005NINY
4.0,A2HJ3U5JMAPGT2,B00005NINY
5.0,A1DJN4Z0Z6WW5W,B00005NINY
5.0,A276Y5WUHQOVFY,B00005NIRE
4.0,A3VAAX926BOJC6,B00005NIRE
4.0,A1KKE6VX8VPWZK,B00005NIRE
1.0,A2USSWELNLF02B,B00005NIRE
5.0,A1X77VHOA20KGN,B00005NIRE
4.0,A2VM8I3ACCOUGV,B00005NIRE
2.0,A1GBLSFV7YVRV1,B00005NIRE
5.0,A2AQ0MQWAP314E,B00005NIRE
1.0,A3IRCQ5ZRBF2BH,B00005NIRE
5.0,A204NPV5892DNY,B00005NIRE
5.0,A1ME03GZHQ6ELF,B00005NIRE
1.0,A1U2FXV0R7HTNU,B00005NIRE
4.0,A3JPFWKS83R49V,B00005NIRE
5.0,A11TCJH36ZPV4A,B00005NIRE
4.0,A16CS5LI53GPN8,B00005NIRE
5.0,A1DUSZY5B68IZ8,B00005NIRE
5.0,A3EVJ9S2Y0GBQR,B00005NIRE
5.0,A3A52WLX8MRWW3,B00005NIRE
2.0,ASGU801VP67AE,B00005NIRE
1.0,A1IIFVHSEGCL8H,B00005NIRE
5.0,A3B2ZT0H5UDO0F,B00005NIOH
5.0,AR8H2MEA4M47T,B00005NIOH
5.0,AYF4MJT1USWMQ,B00005NIOH
5.0,A1BVBI0WC4PQF1,B00005NIOH
5.0,A1JPT3X1210AGJ,B00005NIOH
5.0,A15F05RIYJ3YN1,B00005NIOH
5.0,A356S7S90GNRIW,B00005NIOH
5.0,A1HP7GLEXDU37B,B00005NIOH
5.0,A1AMS02KVZ81GK,B00005NIOH
5.0,ADODE1G85R5RK,B00005NIOH
5.0,A93GDDBN6JZVL,B00005NIND
5.0,A376IXIM6MPV5C,B00005NIND
1.0,A2KFO8YS79NQDT,B00005NIND
2.0,A2BJWNES4B3T0B,B00005NIND
5.0,AXH102X1MH953,B00005NIND
4.0,A2DIH7VWN3HNCV,B00005NIND
4.0,A3GO1HL5DVPRNE,B00005NIND
5.0,A1MINDIAV1518G,B00005NIND
4.0,A3JNXFEOEJO49V,B00005NIND
5.0,A370H0IVXDQXKP,B00005NIND
4.0,AW8515IRKOMDE,B00005NINY
1.0,A280KSOE9LZ2S4,B00005NINY
4.0,A3PRGEQY08KBGE,B00005NINY
5.0,AHHSR35YLUE0,B00005NINY
1.0,A3NSPQNA3YPEFS,B00005NINY
4.0,A36QO302TPKTGJ,B00005NINY
1.0,A3GXDXTXAC0MWY,B00005NINY
5.0,A2WMYZU3UCI8U0,B00005NINY
2.0,A2N4MYKTAF77YU,B00005NINY
5.0,A2OKUWTFBHL6XJ,B00005NINY
1.0,A25R83U5G7PASN,B00005NINU
4.0,A26D8YMF50PDPD,B00005NINU
3.0,A2UTU1T0P7YTSG,B00005NINU
5.0,A7ZH5ZE4TLAXC,B00005NINU
4.0,A3JPFWKS83R49V,B00005NINU
5.0,A2FTCH80DSYS7L,B00005NINU
4.0,A1AOF1DXVBW5S5,B00005NINU
4.0,A2ZBMTYES7AJYV,B00005NINU
1.0,AXDFWYHD0OIUI,B00005NINU
2.0,A2BFGUXFRHNMH7,B00005NINU
3.0,A2PC3G83XG8LVI,B00005NIPY
5.0,A1G75EY5K7P37Q,B00005NIPY
5.0,A33Q9N8WZFUNX8,B00005NIPY
5.0,A3DNDK2TBZW5N8,B00005NIPY
5.0,ACBFJTPTLEU5D,B00005NIRE
5.0,A1BH1B2XY62676,B00005NIRE
3.0,A3F2Z99OGOZS9O,B00005NIRE
5.0,A1SKNF4Y6HNWZ7,B00005NIRE
4.0,A2XY81B06R8SOP,B00005NIRE
1.0,AX5HVQWFQRUE5,B00005NIRE
5.0,A2E44GGGSQBB6V,B00005NIRE
4.0,A1UM43SLWGCUAY,B00005NIRE
5.0,A2NOZB6VZCTOI4,B00005NIRE
1.0,A2251KVVBYYEEC,B00005NIRE
5.0,AF3DEG1NXX853,B00005NIOH
5.0,A3AZIU63WQK6R,B00005NIOH
5.0,APRO0FN36AK1V,B00005NIOH
5.0,ASHEEM6ZWNFHH,B00005NIOH
5.0,A3LKN3R5MBAVLP,B00005NIOH
5.0,A1YC3UDDK5H5YS,B00005NIOH
5.0,A3APKZ2ZHSI0WZ,B00005NIOH
5.0,A38A3IQ5WWEKKV,B00005NIOH
5.0,A26UHQOFBIPP9U,B00005NIOH
5.0,A2MM1TNGRWJ3NH,B00005NIOH
2.0,AI98LXDKY9NAO,B00005NIND
5.0,AU83SNBSGC1Y6,B00005NIND
4.0,A34M12SIU9NOHI,B00005NIND
5.0,A1W7684DSETA7C,B00005NIND
5.0,AHPO0MSDXMA99,B00005NIND
5.0,A3CQC6LTMBU2UB,B00005NIND
5.0,AA0XZT5TYVJ0O,B00005NIND
5.0,A1WOCTYEKB7EBG,B00005NIND
5.0,A2O50EI0UC4TDG,B00005NIND
5.0,A3RV1MWPJVKEVT,B00005NIND
3.0,A3VUMSR8U7FL39,B00005NINY
1.0,A3VOZ0W25JMYOB,B00005NINY
1.0,A1NPPZ0LQGGQNG,B00005NINY
2.0,AM9TEZZKHOAXN,B00005NINY
2.0,A3DJ029172U4DU,B00005NINY
5.0,A21HS3ZZ6A6P4,B00005NINY
4.0,A20S5UCC094U4I,B00005NINY
4.0,A1MTXXI7A13D0Q,B00005NINY
5.0,A1JO5ZKBX4ASWV,B00005NINY
2.0,ACI8AWRTFOBP9,B00005NINY
5.0,A1CHBXFMXEV4K7,B00005NIND
4.0,AA14AMM03HMXW,B00005NIND
5.0,AWQ3VB76HKBQJ,B00005NIND
1.0,A1MZEC5RH6A1HW,B00005NIND
3.0,A3DOQNVKPPW53P,B00005NIND
5.0,A1XWVW2BW9DISG,B00005NIND
3.0,AES2NWDGHISZW,B00005NIND
3.0,A1FI6GCS5540UP,B00005NIND
5.0,A3FXQIFSQNMC24,B00005NIND
5.0,A3N5UKTYJI9T3G,B00005NIND
5.0,A3UUA1FFFXVV3H,B00005NIOH
5.0,A1JIUFD9QGB9NS,B00005NIOH
1.0,A2S18672PQR649,B00005NIOH
1.0,AYQUBDJSU1MNF,B00005NIOH
4.0,A3BVT3MUUT993K,B00005NIOH
4.0,AEJHY2MFL0CC9,B00005NIOH
5.0,AMQWSH38A9U1B,B00005NIOH
1.0,A3RJ8QJH7JVFRS,B00005NIOH
5.0,ADW8ZWGVX1LLR,B00005NIOH
5.0,A3RCHJ6OFVBQG7,B00005NIOH
2.0,A1I4TATQGQ1C65,B00005NINY
5.0,A301ZGFMBFN8UX,B00005NINY
4.0,A3I8R3TY278DNZ,B00005NINY
5.0,A2B0352GUSU59U,B00005NINY
4.0,A13SKRZTF2IQI,B00005NINY
4.0,A2B51S1U9X65W0,B00005NINY
3.0,A1H703P9ALYVM6,B00005NINY
4.0,A2CAFLP7W9KGRP,B00005NINY
1.0,A42EM75ZTKIJW,B00005NINY
5.0,A2I710OXXV1CZ7,B00005NINY
5.0,A64VJ5287G3YK,B00005NIPY
5.0,AYRPUD8LZ9JPE,B00005NIPY
5.0,A1D7SERDBPJFKR,B00005NIPY
5.0,A119FHJN94P6YE,B00005NIPY
4.0,A39HW5X5GUH7EV,B00005NIPY
5.0,A124ORM08ZR9QT,B00005NIPY
4.0,AEE12LMB3L3EL,B00005NIPY
2.0,A183MLX47KGW14,B00005NIPY
5.0,A1MRO4SPIJFUMX,B00005NIPY
5.0,A39JVS0L5MNPH0,B00005NIPY
5.0,A1F1H0FLTEZZAB,B00005NIND
5.0,AY07MGQZJF3T,B00005NIND
3.0,A10N1VAIY8XD4Q,B00005NIND
3.0,ADPROMFC5XYPF,B00005NIND
5.0,A61NR0DXBTUPU,B00005NIND
5.0,ASEBZWOJU7NZ9,B00005NIND
5.0,A120JTHU201R53,B00005NIND
4.0,AYQNXJUXWM08,B00005NIND
5.0,AS51ILAC0LAY6,B00005NIND
4.0,A3RJN1ESMDXLKD,B00005NIND
1.0,A1AQSDS9Y55IMT,B00005NINY
5.0,A2AEYXRQ8BO95A,B00005NINY
1.0,A3FSHYLBCXQIPB,B00005NINY
5.0,A2ZOLMMYYEZU66,B00005NINY
1.0,A1V8I8D803M2O3,B00005NINY
1.0,A225R6L24CWWS6,B00005NINY
4.0,A1MVNV0DQZBH3T,B00005NINY
3.0,AJ1SHJARN3477,B00005NINY
3.0,AG6TX1ZJHLMO7,B00005NINY
4.0,A20YLQF22R0744,B00005NINY
5.0,A8XAV3Q7JAZHA,B00005NIOH
5.0,A3S232COVDQGL9,B00005NIOH
4.0,A2IO96VH89X4IH,B00005NIOH
5.0,A2SWI6KD6AAK7C,B00005NIOH
5.0,A1YOA8GYJQ2DTT,B00005NIOH
5.0,A3BAIDDV0F4F3N,B00005NIOH
4.0,AAE0G113QQ0TV,B00005NIOH
5.0,ABXPUUZ0Y5BNH,B00005NIOH
1.0,A3PX7AU1VSF1E0,B00005NIOH
5.0,A2TL0LUBAEZT2C,B00005NIOH
5.0,AGE2U0UBXFN3X,B00005NIPY
5.0,A34QSR5ISF2LY,B00005NIPY
5.0,ADMYSO9FZLQ33,B00005NIPY
5.0,A36VOVWL720LJ7,B00005NIPY
5.0,A3CFUL3BNENTBT,B00005NIPY
5.0,A3G35HQZI25BJ4,B00005NIPY
5.0,A3TWVJ37XZW2XW,B00005NIPY
4.0,ATWVRSZTQIOD1,B00005NIPY
4.0,A2HOQXM5NE31X7,B00005NIPY
1.0,A21LYFOLX0PGCF,B00005NIPY
5.0,A2FRCCZ35PWT9G,B00005NIND
5.0,A2TB4KY29B1RFN,B00005NIND
5.0,A89TQ2ENHHXN8,B00005NIND
4.0,A3MNNUJ1TAO40R,B00005NIND
3.0,A3NK66TZYNHHH2,B00005NIND
5.0,A36BSATP738HMW,B00005NIND
5.0,A1L6Q71PUST51X,B00005NIND
4.0,A5C3RC5VGD7FC,B00005NIND
5.0,A3DKQJ5VTWHVJ5,B00005NIND
5.0,A3DAUOEWKD11ZS,B00005NIND
5.0,APSHNT74L5CDF,B00005NIOH
5.0,AHG3VNH8VFQK,B00005NIOH
1.0,A2ZDWW9562NS6T,B00005NIOH
2.0,A12QZUCL46Z0TI,B00005NIOH
5.0,A2DF3HMOROM045,B00005NIOH
5.0,A2VRW113BU60B3,B00005NIOH
5.0,A1585PRTL70E3A,B00005NIOH
5.0,A3NS90QBGR887J,B00005NIOH
2.0,AAFMS3JTCUIFP,B00005NIOH
5.0,A36TFH4LILLSMP,B00005NIOH
5.0,A31P2AXXQKTLHN,B00005NINY
5.0,A3M6RVUVZOQZLB,B00005NINY
5.0,A25I4AD7KX4CXF,B00005NINY
2.0,A1I77VE8ACMU2Q,B00005NINY
5.0,A2A4WRH0OBSUHW,B00005NINY
5.0,A3CBV86I8CEPVD,B00005NINY
1.0,AZ9XBM9EBAMYP,B00005NINY
5.0,A3R2HXE9RS6FRR,B00005NINY
3.0,A3JPFWKS83R49V,B00005NINY
5.0,A2SRZQU1SZG4RR,B00005NINY
3.0,A8JCPEDEQ7OEJ,B00005NIPY
5.0,A2H5RIAZ70GNWN,B00005NIPY
5.0,A1PVJJLJAFNA84,B00005NIPY
4.0,AJ4RIAWG3GQA8,B00005NIPY
5.0,A378ZJ7Y1HQMGJ,B00005NIPY
5.0,A1IENC04IYJTEW,B00005NIPY
5.0,A2HZ8LEZGZEHM3,B00005NIPY
5.0,ABTI0ZGCGLTAK,B00005NIPY
5.0,A1J23NZ9KUW3G9,B00005NIPY
5.0,A2DETO2H7NE3X4,B00005NIPY
3.0,ALZC1FRB13EBA,B00005NIOH
5.0,A34PD14EI82HTN,B00005NIOH
5.0,A4VUG193E1OR3,B00005NIOH
5.0,A1TLI0RUXNY7PC,B00005NIOH
5.0,A33BCCE0CCJE4L,B00005NIOH
4.0,A2YZT6BUU2TYV8,B00005NIOH
5.0,AQV767CO2JKNP,B00005NIOH
5.0,A1VCJJ0RHGAUYM,B00005NIOH
5.0,AO9LAZB3168B3,B00005NIOH
5.0,A1ND3NWTIY8QOA,B00005NIOH
4.0,A9B3223I1ZYSI,B00005NIND
5.0,A1G7OEDPAYOIV4,B00005NIND
3.0,A1LYJ98TV7QZMI,B00005NIND
5.0,A1Q9H2SO0W0G77,B00005NIND
5.0,ATOGH2LRGSR9Q,B00005NIND
5.0,A190WURJL0SRBG,B00005NIND
5.0,A1JU2H4W5DE8DX,B00005NIND
5.0,AI9SC908WSC7W,B00005NIND
5.0,A2JG2UR0PKAXX,B00005NIND
5.0,AHD2Y1RW63MWF,B00005NIND
2.0,A3HGDIL4M1KAAD,B00005NINY
5.0,A2VE83MZF98ITY,B00005NINY
5.0,A2CBZMETQJTNEE,B00005NINY
5.0,A27Q2BWD5OBS8H,B00005NINY
4.0,A1GALZCXD8FHOR,B00005NINY
4.0,A2EP0QO57Y9YW6,B00005NINY
5.0,A281NPSIMI1C2R,B00005NINY
5.0,ASV84OXAYSOZ2,B00005NINY
4.0,A2JJGIJI8X6KRS,B00005NINY
5.0,A2U4ZL3AE0882Y,B00005NINY
5.0,A3D9P81LL121Q5,B00005NIPY
5.0,A39ZYB13MGMZYI,B00005NIPY
5.0,A3QWQJFF8C0YCR,B00005NIPY
1.0,A38A4CJERN6QKZ,B00005NIPY
5.0,A1FEL0P3Q6S3SW,B00005NIPY
5.0,A3JJVZDUGQBCJ9,B00005NIPY
5.0,A37968JCE36EP1,B00005NIPY
5.0,A34W9HKGDZS61D,B00005NIPY
4.0,A3XAG9A9NXS9,B00005NIPY
5.0,A2344Y3NXGEPFQ,B00005NIPY
5.0,A30OBH9HPRWBAF,B00005NIOH
5.0,A2KDXM5IVICKFI,B00005NIOH
