reviewerID,reviewerName,grupo
A3WUH2B80ZPRX,Stan Edwards,A
A22DMO3KWM8G6F,Karoline Boddin,B
A8G1MMNU7SL02,Leilani,A
AP5FHNQPYSRQ,kkleach,A
A1PLZJKWGJ8NU9,Angela,A
A3C8UG1BOYZZMX,Rocky,B
A34UHUGTTPKP9,Sarah,A
ANCUPS4GTF16R,Cynthia Vilchek,B
A3FYUOVWOK94AP,grace,B
A7DUJE0FTPO4D,Laurie Bob,A
AJHI57OHV2TZZ,Kay Quick,A
A2300LGYNVSWOE,D Jay Cee,B
A32SEZQOALD4X5,Jeepers,A
A1F41PH89SL6JB,Paige,B
A1F2BXE7HWJGBF,shawnee,B
A5XKAAZQE27G8,EFred,B
A1MAKC6U0Q8NG,Mary,B
AN2FUQD5RBA1E,Kindle Customer,A
A1SFGWZDT7VW5M,Bill or Tracy K,A
A1NX3H73ZM4S9C,Jake&#039;s Mom,A
AV04UWKGDLBXA,Missy,B
A129SFUGVF9650,Donald W. Wall,A
A3GH9V47VBIDRU,Jeff,A
A2IZ7LXKS5LFRC,Lavalicious,A
A6PRYGT1MZRAU,Bryan Paschke,B
A10G4WI7JNN569,Aneesa Villaroe,B
A1VPA87624LXE2,Mike K,B
A1HXJGEQH42FNZ,Sherry D. Harwe,B
A380XT134CBBVP,Daniel Ortiz,B
A1F0UN8L8F5NTV,dd,B
ACQ3L2Q2GKA0V,hickory home,B
A1WKMG0B8A81Y,Calvin L. Jacks,B
AU9EN76Y78F1N,AmyK,B
A2KQTWKQ4P12YN,Kara M. Shriner,A
A35XAFNEOJ4I5J,larry ford,B
A30QI38H06X56K,Adrian,A
A1C80VYQMM3FQB,Queen Christina,A
A3TUCT7DBLFBQK,CommonChrisSens,A
AWCOGX5SMS2WL,P. Preston,B
A1OG79TAFFBC67,Mabe,A
AHTALVJ1UUMN7,AD_California,A
AJHLHX3OJAJAX,Tracy M. Watson,B
ATZTIU71681SO,Ria Darling,B
AXGU50IUBAS3X,D. LeClerc,A
A5W81MD2S7MHX,Eleftheria,A
AI6B8URZN0JY1,winhillary,A
A16LX3FHYLWYEX,Vykintas D.,B
A2SEXL3VAUZ5IK,Robert J. Lockh,A
AB2JTA50QWC7V,Alexey Neyman,B
A2J3IC4JAY0UBB,Jim,B
A1VFJY3K1HIMO7,Miguel Negron,B
AEZL7P13MH1YK,Bob G of Troy,B
A28RJD8PDVDOFT,Coldwind,A
A2XUUT07Z7G3I7,Leonid Shkolnik,A
ACKGRE0I80H2K,Amazon Customer,B
A6FA9VNWZ505Y,CYB,B
A3B3VXG37MAM61,Phobetor,A
A2EN82VBJT44QP,Robert Dumon Ph,A
A1M6X8CH3J2K4J,John Busco,B
AA4QQ11STJUVY,L. Peterson,B
A3JP8UDWH7K2RO,DaveL,B
A2LT37KPJB0ZQS,Robert J. Johns,A
ATU38QHXXF7MY,Ron T,B
A3O5KD41R1Z84Y,Charles Nash,A
AJ32P9LGTXKCJ,Andrew Jones,B
A1FXN3N1Z7AWCZ,Allen Sheppard,B
AZL6W1WG5PXN6,Brian from CenC,B
A2UBEYRF9WY6RA,LUKE P HOVEY,B
AHBAM4IB0BAV8,dmg1,A
A30A7QBGMJXERZ,William Shaul,A
A1E0H7IJBOU0B7,dcd,A
A1Z21CM7F1EVGV,Rei,B
A3LFHKQN8VJTQ1,Amazon Customer,B
AGE87DN54YUTA,froggy,A
ACHOPLGH5RVCD,Steve B.,B
A32NLN8T7EOIWJ,J. R. Smith,A
A2L6HN1BX3IV9K,pnpluvshrly,A
A2904JCOALJNDH,Whitney,A
AM1N6ESY37SAC,avid shopper,B
A27BUETE8G5R5L,Nancy I Torres,A
A1XW7WZQOT6FK3,Mary Caputo,B
A2WMPE6FT4NSHO,Carolee888,A
AFWBOKCNRCH1O,Mary L. Harris,A
A3D3TJMJCWCMXM,Cynthia,A
A23FH4EHPM0713,AnonymousBabe,A
A27DSCDKJNH2LH,bertha,B
A3G0YBLLHX4PWB,"Sharri K., Arno",A
A1FUS4D8810YH6,Kittie Arnold,A
A1PS79P9Z7GYX8,ML,B
A2CC1VDLRGCWY5,Augustina,B
A2ZQE4X9GYJMRI,Meno,B
A3INMEZHM9C86O,L. Washington,B
A2361N67Y6MVKF,Bobobyte,A
A1OKX3UPRRJMWR,Cara,A
A2LBYDH8G08CJ6,Dancer,B
AWNO02OSZUHYF,Amazon Customer,A
A34OJESLS4TBTY,Pat,B
A21XZ829ISM2H,Patricia A. Red,B
A3JQVJ62MWSA7N,Tim D DeKrey,A
AYKBPF7FLR6ZW,lingomanaz,B
A2C1FJRNJHVGCM,Bob Garick,B
A1PWU3GUVJLW89,A Bos,A
AV0BDTSMQQV05,G. Guth,A
A3BKBISCUUT6WX,Ryno,B
ANL1R11YQ8PC8,Sidphx,B
A71XAQ6A8ZNFM,dsamuilov,A
A30ZJ9SOEPVI7P,LG,A
A51YCDPF195FC,juncojunction,A
A17Y3OOTMPBEAO,Deltapez,B
A20CKD9MQ7E3OO,whiwo,A
A2G2PMMLTF7Y2M,Sam Lehman-Wilz,A
AKIJXX4XZDICA,Jim Olson,A
A3K0R7JYN2JA2R,Susan Strahm,B
A1A9WJHKBSTI4C,William,A
A3Q36C1H8I4D72,Colleen CF,A
AKQHJTW001BDS,Browns Fan Sout,B
A3271JMXK7M3Q9,Str8aero,A
A298SR3TPNSWLN,Redfield from M,A
A2NPTOF55YPLXU,Marco Silva,B
A3MWG5FEC7I4JM,Dave from Tally,B
A3I0PU1AQZ08XG,Jesse,B
A38DIRFP4UT08H,Frank Marchante,A
A3191DINO4P5TG,Ferg,B
A3VJYEWZ7QU69W,Stephanie,A
A39RR9I8NPZ6LJ,madcarrot,B
A38HOA2TF3AZB7,Alexa,B
A38U2M9OAEJAXJ,The Groove,B
A266S48N5Y6BU5,Amazon Customer,A
A1A68HQ2OZI6Y6,Elizabeth Matha,B
A3LPHDOZ7VB0YF,Emily P. New,B
A2IEKN8LYZO0PL,Sandi Smith,A
A3K1K8YC4DEUIM,Louise,A
A2A3QQ9OSKBB61,Martine Lille,B
A2C5WBS1XA3NXN,bookworm,B
A8C02CI2LFBOF,watcher,B
A204DOIG5IYR7V,Leslie H. White,A
A3TELPS7K120YS,Mr. S. C. Shepp,A
A38V3UG6JC81HC,BernalGal,B
A1ZWIEWLLV1HOG,Beau Pernoski,B
A1Q6EL8B0AGZLG,Anabelle Espe,B
A2BTQIN545JRQ2,RB,B
A1ZZBX7MFFLFTV,Cameron L Johns,B
A1WDNUKRJ2X782,Armchair Shoppe,A
A1894YMD83S9JH,Ashlee,B
A2EGHUR2W9LMNQ,BACON addict,A
A2D8SE671AZHDV,Sharon Rosenfel,A
AB9EC11YQPRKU,Laura,B
A3IDAK396P2WHP,bob Illert,A
A2DG8UIOINGMP9,Darlene L Eagan,B
A3M0SQLWA5R7PP,Kindle Customer,A
A3EGPUDGS5VJ4F,Blzr,B
ASZGE4SG5W6QR,Keith,B
A2JYHQIEGAOQKF,Diaballisticall,B
AZWTVLUGL66DY,Amazon Customer,A
A1TKTPLC16HQ40,javier,B
A2XG9ZYZFYYY7W,Stephanie Woodl,B
A17I8VFBM1PS2B,Jblorx,B
A1NENVP84DTRVG,michael dodson,A
AO7LKFRAY16ZO,Eugene F. Benne,A
A2NZ3682OJNV23,Harold Vordos,B
A2GKKOQKUGRPXH,redsox09,B
A9UG0E76F5VX4,Paul,B
A1RRKK1SL994TQ,Zorba the Grape,B
A3QA2L6J12BDRO,"Wylie, Texas",B
AXQK9PAMDHJW9,Linda M. Bower,B
A2KEHCIOAAZVP8,Max Lent,B
A3HP28DUR0E658,Jessie,A
A1DP7V50JZ48TQ,Redbehrend,A
AHUUKCNNGEZWH,Victor,B
A1KBVL5WX6FGBU,NYmom,B
A449LQ4ETONNA,J Beadles,A
A2BXHKX48DVREE,Amazon Customer,B
A2ID63SX6V54CL,Richard P. Stok,A
A3VSQQJKHIWWEZ,God of Thunder,A
AKNOZT10ADBGY,Andrew B Gagne,B
A3HXTKH4BRQK7D,Daniel Parsley,A
A2LUFV6395IJQE,JerryJ,B
A2VJV5PXD2B0CX,KindleFan,B
A1HYCKSY2EJ50O,Amazon Customer,B
A1VB5CKH283PA6,cysbigwind,B
A2N6DBH3KRR9L3,M. L. Maynor,A
AU92H3SC8DSWV,Audra,B
A2W8E91R4R9NF5,Karina A Suarez,A
A33E5S75YVTATD,happy grrl,B
A6TE8CKQCYKBS,Amazon Customer,B
A3PH2OAHI6RFKW,SR T,A
A9Y2BZA5DGCJS,K. Broms,A
ADJQTD9BK3MNH,J. Y. Seo,B
A36YGJOFWHHRAC,Jaye,B
A1XMH5XV0F902F,L. Pham,B
ADBFMH5ZMW8QM,hpatel,A
A38X6RT6A2AYX6,Anthony B Hays,B
A39PEEQWG7EB2G,dave,A
A30QGVWPE1UCXZ,Jonathan,A
A3LP6E8DEEKAJ7,Duane Kahrs,A
A2B6GAUQCHCWMA,Kat,A
A3G1G50QNGX721,shopgirl405,B
A8J0L33J2JV71,C.J.,B
A3K5PNU3BICQ3D,Mark Griffin,A
A3QLUWOBGLE171,Sandcrawler,A
A7V877ZA0C3GU,Michele Rodrigu,B
A224RAOJBMEZNI,William Meyer,B
A16FGGV4CG1B0F,skblot,A
A125FQYR9XVT5H,Dianne,B
A2HDS4FKXWAZB8,D,B
A33SIVYZGBUA3A,D. Muller,B
A3ON3Q37X38PHO,antonia,A
A35SN67XKMRY59,Crystal Case,B
A26S8PJSPL77M2,Susan Mo,B
A3MT10LU8CWT0D,bosquitoburrito,A
A2ZTFYMSAQNVSE,C. Dixon,A
A1NTLF899NZ7GG,lapis,B
A2L6UKN7IDNBY,S. Shuster,B
A32SGAGZJSXOKW,Robert Stewart,B
A1OHS7YGQR26I0,daryl gustafson,A
A2D4X1QL9YJ6KH,Al Walls,A
A2PLT02VS6NCDE,mozo,A
A4PPZNQF1X2IY,EugeSchu,A
AGVDKL0P71DFZ,Amazon Customer,A
A3Z0AVHN6NFKH,Idoru69,B
AGBRTPPIJT6UK,Review Monster,A
A3MS72U7WWAKEV,freiwill01,A
A1TFOXCKW4JHIB,Tony Ursillo,B
ADPCK648WY0LZ,Brian,A
A2BLWMBJQTZDXD,Amazon Customer,B
A2LOXUYFPBOQ3K,Amazon Customer,B
A8GI67LNQURHE,BaDaBing,B
A1HFL1GJO3C14V,Amazon Customer,A
A3USEIS0WVLH0G,John 3,B
A1EHJ94V5TZM84,Victoria R. Woo,B
AF142T88QM6HC,Plainsman,B
AZSIMEVX5RY4P,mehanback,B
A3IZZTSPRTB87X,flatrockrosie,B
A2AQMF6L7TN7ZF,eth,A
A18XZ92NCH14QZ,Chris D. Jones,A
AH7EECL1DFI5A,Joe V.,B
A2U0LY01LK9C3E,EddieE,A
A1L2N4O1IS55UY,pestaside,A
A15UFQ06ARNOY9,Barb,A
A2UMSU3PN4K67D,Ykn,B
A2YMMG0U0FETW2,Sean V. Sinsky,A
A194II73RQX9V5,SL,A
A1MUSSKSQ5AJA6,kd,B
A3PE7S824OJKZY,Rebus,A
A2FMVQQBCZ891F,Victor R. Davis,B
A3GFCIV8UE0XPS,Alex,B
ADWX65NKE1MZ1,censeo,A
A23JWMDX038UN6,G. Luckett,B
A1N49DFQXRS93R,Billy T.,A
A1TBRQPTBLGFF6,Mauro Emiliano ,A
A1RGVCDAZL1MWK,Canyonjo,A
AOEUN9718KVRD,Bigslacker,A
A2O254FZQ9RICT,Valerie Batrice,B
AGYT6SGTAY7XT,Brittney Chacon,B
A1YI0CEHL74E48,Toffee,A
ADPQOKWQTC7KY,Weijun Guo,A
A3BXZUM1KL6HWV,Ann L. Laabs,B
AFADZY04CTJ66,Reader from Fai,A
A3LSWTP6GR14KK,F. LIN,A
A1L9P06OWTRXZR,Valeria B. Benn,B
A2DGE2MBMV3FH5,N. Ramsey,A
A2ZSJKNL9LHAHK,David M. Arnold,A
A34974VMNZKRAT,Porter Crane,A
AIWDHSLKGS396,D. Myers,B
A3ACE2223PVF8K,Christopher Ole,B
A2YFP0HT77D0OM,diane zoi,A
A20VYOJ7RU12W4,Texasgal,A
A2X8EGNKMYCXHT,Larry,A
A17WSEIA8HJCM7,Great Magazine ,A
A1GRVCSPQUPW1T,Edward Brown,B
A277EGQU0HDSWJ,Mike McGary,B
A3PK1CL0ODOQBJ,MR T,B
A3M50HL7RU3JN6,Albert Epple,A
AHJGABKG8IFX7,Daniel,A
A2YV7UF4XVJH9U,Kingfishcafe,A
A13A9XV81EQF30,MJH-64,A
A2E7O3KXAYXI9L,Merrisa Duncan,A
A3V4DWY8SXAHYW,Ken Kay,B
A1XNZDOWDENTTM,Chloe,A
A35BRNPG1C9C56,Judy G,A
A1604M8G2PPZOI,Alondra,A
A18QD5QEGSK46M,William E Bent,B
A1UJ0O4G8CPQR4,J. A. Diemert,A
A3BM2DTA8A7V0K,Hope,A
A2KOB09IQGILGD,Shanton1,B
APBJ1ZJ9A3Z99,Stuart Jacobson,A
AWO9JTRAKUKHC,Engineer2011,A
A22G6999XKYJYO,Donald F Ritz,A
A37HE3EQBKRBYV,marebu16,A
A1RCLICH0OO12,R. Hiltz,B
AE3I406AJ90WZ,Amazon Customer,A
ABRWXT4V6PTIY,Susanne,B
A39KMIUIFH9PBS,M. Hallock,B
A3J2EVAMUF0BE9,camille,A
A2BZ5E27GQUVMC,Kevin M Bain,B
A1B766PDP97MGK,Alec V.,A
A14AYGU0FK4OG3,Hans J. Anger,A
A1FJP0Q8ZC61WH,R. GAZY,B
A2RTOCKISU4S8L,Phillip A. Maso,B
A22RY8N8CNDF3A,Loyd Eskildson,A
A1FM50DV65ZBXV,BS Gilbert,A
A32R3174XB2M7N,B. Dubbya,B
ALO7S239PQIN9,debra miller,B
A35DSORAYC431Y,K. Freedain,A
AOIT11QP5Z83X,Kyle,B
A30KAVOWQ9Q888,deborah callico,A
A7XRIP58BGPL0,G. Hearty,A
AMX5ZTJ66QXD5,Tacitus Lector,A
AGYS387DZFNY6,Amazon Customer,A
A2LA0BHVFN1699,Alexander Glibb,B
A1CYDKM3TYTB3H,Winx,B
A391EV53030N71,mr j marshall,A
ACTN4YEAGVPFI,nyvik,B
A2L2331Y7ONO1,Diana,B
AVQQ9VLZHONG,Blue Rays,B
A3M6XNDN2VS5T4,One Jen of Many,B
A2ZEJU4RIGEI24,Linda L. Boentg,B
AKMEY1BSHSDG7,J. Arena,B
A2711B5KQF8WND,Marie Sproat,B
AFF8PD5FBUMO,Honghyangsung,B
A2TYCZR6HF3IH7,K. Murty,A
A1IHUHU69PYA9S,K. Higgs,B
A28AKCA5F3S9GK,Wendy Peters,B
A3VVKTIGPKTIO2,Chi F.,A
A32Z0TTRWCJK9N,shailesh,B
AAXIZA5QUVQMZ,Mark D.,B
A3B2OS8A1T8CNJ,Thomascaol Com,B
A30Y3FGJLOC4ZD,Kathy M.,B
A1SPD06W9GMMSU,brandon barthel,B
A1NR24Q5KO4OLY,Melody,A
A1LDNX18MSCFON,Scott E. Adams,B
A2INAYTQ1J6QL7,J. Bell,B
A107CAL0WI75CB,Diana Creamer,A
A15U5T7YPDYV4D,happytrails,A
A2JMNW9Z58J5RN,Farmerpants,B
A21SM39Z37B0KU,Had To Do It,B
A9TLCX3EOAB3X,L. Thompson,B
A2J460EEB0NBUG,Barry Woods,A
A36NLNGO3XQ2T7,Mary,B
A32IBB14FNI92S,ThriftMaven,A
A3DJWBKTF1PO7I,Millie Empedocl,B
A3F3M67LEHNS15,Rickey Smithber,B
A2C66AGFF511CG,Judie Wright,B
A3QBDD3MPVOJWN,Guy,B
A36CFPUELADR83,Jos Prez,B
A2NRU3EU9W9MU1,jaz,A
A2HLVCSJ9SPIT0,E,A
A24TDY9Y17UJ4M,Dottie,B
A2H6UAB0CQ5L6D,Lorna,A
ABAETG5Y0LCTO,klaudia,A
A18RYRZAQXWMKR,C. Rogers,B
AUDC094CBS8YJ,J. Turner,A
A3V69T7WNJHGY5,Gen,A
A144FQQLYLTWZ2,Steven Evens,B
A2S8FTWRWFZTXM,Love SF2,B
A1IYGJLNE0KUV2,seven arrows,B
A1SI1TVIAW2JC6,Motherroad,A
A190H9ACUJI7TD,Karaman,B
A19I456WV7KTBZ,MusicologyMom,B
A1KN6H7YG6WTIB,Princess Diana,A
A1MTTIKXN37NSL,koolk,B
A2SRPLCKV0HYWR,PROUD DAD,A
A2KBBV81XTBSZV,Mr. Meanface,B
A37A4DWBVJDYYJ,Joanna,B
AEF5EIDI9DHH7,J. L. W.,A
A2V04RNRMIN3OI,Tamara L. Jacob,A
A2ZZIIXZLV25M3,EducProfMidLife,B
A15VCENMUNGMZ0,pesca,A
AIZQQKJEMJUH2,S. Adams,A
A2GN1AOF0OPR3N,Gary peek,B
A9BOI0EZ12XZL,Watson,A
A2ABUTGIB9GF58,Lloyd E Keith,B
A1J3Y8TDLOOKZ4,KisnardOnline,B
A9PUCO1BDLYZQ,FarmAnimal,A
A1Q9OG1I6AGAIS,Brian Hornung,A
A35RP1PT1NSGMR,Chuck DelCamp,A
A1V51PMA919USX,Charlie,A
A2ZMW7EH2SZ1DG,reader and make,B
AAB9K5LL98XK9,Cec,A
A1VRLUR3JNUSPM,Terra Prima,A
A2LXX47A0KMJVX,M. Erb,A
A4XBM8X7B64EF,adventure.overl,B
A1ACF7OZ5Z45HX,L from Denver,B
A2WQRKMPWHTDL0,Z. zhu,A
AN9823IMBVI3V,Julia P.,B
A1B86EOAD3QMV2,Rick,A
A1POG2D7OGB4M1,K. M. Winick-Fo,B
A2BN1VP95R8PXN,Doris Allen,A
A2MO9URO4526Q2,N. Burt,A
AVD4GAQMK6HE5,Vilma Laurel,A
A1HO9J4DCQDGP9,Kali,A
A33GGKFHOZ82SV,nanny,A
A2SUNMAJEXJWLS,Barbara  Jeanne,A
A3GRLRBCCVI3KY,Gauhri,B
A35J37M99SSV7C,B. Young,B
A3S05V7NZWCTYO,Babs,A
A32YH86GIVWKP4,Puaaina L McVay,A
A397YVSXFQTLVZ,Patricia R. Woo,A
A2VTE4QAL0X097,William M. Elli,B
A2VOT8D37SYL2R,Leslie E. Valen,A
A23KAWGZ4RE1RI,J. Johnson,B
A2A5HJKUTV8UDF,Karen A Izbinsk,B
A3FF5BT9REK6Q3,iy. allison,A
A2BOWLLK7EBJXR,Jenee Martinn,B
A2OA40Z2APTLT9,April Turner,B
A1B7KVHWT8IJBZ,Michelle C,B
A3GRH6NEB9VLL,Elizabeth Spenc,B
A1L7R2764ED46Y,D4CGurl449,B
A2NR9H9VYZUORR,Octobergal5,A
A8S3630MGQOND,Jason Grantham,A
A1FAYEGKFTXOBU,Linda,A
AII4DK35DBM3J,Patricia Harrin,B
A1JPXSAEL3EXEZ,J.P.,B
A3FMGO6ZVFDWPL,hotelcrtk,B
A1W2LVN8JS09IL,Knightimer,B
ALGUNOH8UPM69,Jaqpot,B
AMQ4SWVRLWZPT,Jennifer Cote,B
A2P4DZ9LG66F7M,jcazz,B
AX3DJNN2X627A,D. FRENETTE,B
A3QO6CUCX74NS2,Been There Done,A
A3KNE60YFC8SRA,Vlad Grodzinski,B
A1FRYTZGLMY1MM,B. Hansen,A
A2WQIO8MA37XBA,Samuel VW,B
A37MH7ICH80QOX,Kate McMurry,B
A3O2ZMW2TE1DVX,em,B
A2XIZ6MSSEBWYW,Carter Crazy Ho,A
AKE9O007YI70Z,Tracy J,A
A21I6FSU8N0N23,E,A
A2ROO22W326PA9,KW,A
A2QUK5NFIKIAXP,Silver Garcia,A
A34VINXNHI4PH4,Judy powers,A
A1LUOHKWRLQSRC,Kindle Customer,A
A2KFU7TZLO9PR7,Joey,A
A1IOQBDCLV0A6I,Reader,B
A3OL6SR9YOWLY8,DeeGee,B
A1LS4F76PCBMWB,Brooke Jones,B
A31QUABPTCR1BW,Vlads,B
AIEM80THQUL1O,K. Abernathy,B
A1HG30K7LPK7Y9,Steve,A
A2FTDO4LW5MFUN,Tall CJ,B
A1FRX837QJSZC3,Joey,A
A1PB1QG1WPBVAN,Jan Lewein,A
A15TN28SX71PRU,"Kirsten, Spokes",A
A1BP6E3XTPMHSY,Angela Clark,A
A37MPS7NE1PVVV,Christina Rodri,A
A29SWPKMDPP33D,Karen Beth Mart,A
A2VUEUUSFBOX3I,Sarah Salome,A
AHRSJY6AIIMEV,Adela J.,A
AVNOZ8CAH3JEU,Amy Sutherland,B
A33ZDQ7IB05R9Z,rcg,A
A2S3VLETZTPZYS,Kenneth E. Eppe,A
AEA813WR1XOOI,Lazarus,B
AO4M7AQXPDZ6Y,Purchaser of Th,A
A3SG0Q2HUM7JZK,AP Jack Of All ,A
A2ORHFN8M9HPWO,John,A
A29PTWBXLRFJZV,J. Murphy,B
A2V3O4O6QMYLIV,Rex Schroeder,B
A2QGBCMJF07SES,Amazon Customer,A
A3TNN7V5WHSN1Y,Peter Bold,A
A3BAXJVEDCWNHV,Jenni L. Leahy,B
A1KK2X5TZ7N4TV,Sally,A
A2CKMF6NU5XJV0,Amazon Customer,A
A2MUMATULCNULW,Priscilla,B
AKJYMWXHED3TU,Holly Delaney,B
A1WPO8LZHY3YN2,Nieandermeiers,B
A2U7VZ08CHM5FC,JShields,A
A2V55J9CCQCOG0,Lynda,A
AFKP0X5I5F6BA,Katherine F.,B
A29N3CTR0G74F8,Serena,A
A3NR36ZSHM4J2S,Jerry W. Price,B
AIOANWMPMIQDL,Mainelady,A
AS2AEXFUL4L9S,carol weinberg,B
A1ULXAJ52CG27C,C. M.,A
A3XRFIW4KF7KN,Samir Naguib,A
AOZCPCYI5PL8X,Maria Ollis,B
AFCAY2VI0IT41,H. Lopez,A
A1JVPXCZRUNWO9,JWH,A
AC6LV5D2RKTIR,Michigoon,B
A25P1JVDU904T3,Dan,A
A3BOGELRQJK8OE,a gentle sound,B
A1BCHG7O4YCU73,David Furr,A
A25BSJB6ODK0BF,Kristen Melton,B
A25LWR60CWXQ6D,Scott K. Howe,B
A3TEUOZ816CHON,George C.,B
A2772YQTRPODUJ,Vanessa,A
A2U037YIB22VZM,Mark1City,A
A2YXYJ4JJC5BQB,George_MD,B
A1B3D1VN3C9DKO,M. Smith,B
A2RBIIOG28TFP2,R. Jain,B
A2XAZYW0YIAUVF,Book Worm,B
AQ1FDZFOIIR1M,Amazon Customer,A
A3GJ7ILAVDU56V,John Ling,B
A236J7RKH7ZC,happy now,A
A1GUK6WQQNIKVV,TCH,B
A128TNVEDORM8S,augustine ruyge,A
A15KW0GIRBGJJY,John-Michael,A
AR89B0B7ZJK7I,P AG,B
A2PG6NNDVE245J,cupcake,B
A2KVOO35ERUOLY,Florida Boxdog,A
A20TGL90ZEKSKY,Kimberly McMaho,B
A3CCF6KTZRD0T2,darion martin,B
A3BL3E3TRLUMO1,Elisabeth s Cor,A
A1PNGD37CN77ZA,Zack Orsborn,A
A1IVIONHVNLV8J,debbie pascal,A
A1VE3B9ZN52MF3,Seana Rutherfor,A
ARCCRJCZSGT6B,nesnakes,A
A197AE5OCS4IDJ,Amazon Customer,B
A26MKB2LENURHJ,Aimee L,B
A16WHQZXMFDO6Y,KURT R. BROWER,A
A2NQ7OUTVQFIBT,Tutu,B
A2IQNM33F848T7,Jesionowski,B
A2LT3PU63YBLHK,CAL DREAMIN,A
A7D35WDDIVMOS,TwoTimeTimmy,A
A36L1IMYWU8FZO,Amazon Customer,B
A1NPZ9HUSVN6TO,Amazon Customer,B
A288U95P5SF5ER,Hannah,A
A1625MQ6O8XBG8,aryxus,B
A2PM9GB4QG8SQH,Michelle Rydber,B
A1E4GH436FRVV9,Amanda J. Salin,B
AD9KWMNF7QDRN,Amazon Customer,A
A1QY8WZVQD6F3S,Raas Imare,B
A73CELBCYKD17,normsy,A
A3YNLTQR5UOR9,Jarodee,A
A2U7CZX5IEUI0Y,Daniel Limbach,A
AOHRTO12QOSJV,Quynh D. Doan,A
A1QNVD8W1857EF,maho,B
A3QO3PPHOLXGHE,Skyland Ranch,A
A344D26IUTWD0P,Sloan Essman,B
A1PDFWBZOYRV04,Dan Walker,B
ACKLPE5DJQUYG,John P.,B
A2TN1IS2FPC1PE,Seymour N.,A
A3A2K0N1CQ1BJO,Gary Brewer Jr,B
A276QWLG3ZKD0Y,KnittingNeal,A
A1HEJ83VCI1OYU,Schetz,B
AN9RYWHCVZD8B,ARNOLD BREIS,A
A1KJPGAK2WTOIH,Steve Wilson,B
A15B08PM0OP0ZF,Kevin Penoyer,B
A16SG04X5KYYKW,Jimmy Blue,B
A1N3CH42SZWEP,smtips,B
A3EWO4R0FDJ7SS,Lief Ayen,B
AS82JWMD3WAUE,Thomas B,A
A10X0IABJDBYNG,Busy Betty,B
A1BMRM44EE6OCO,Clifton,B
ADFCM66T0ADNG,Amazon Customer,B
AANCC4JBDN3M7,Stanley R. Kozi,B
A1RQ29S5L93ZPH,DB,A
A12XI1KDJINWE8,Cherylanne,A
A36NUDST4Y5JBA,D. S. HARDEN,B
A1GQ2V19YND630,Jessica Hogan,A
A21HLG87VB8695,Caroline,A
AR6S9VMNLKKID,anna,B
A2TVIGQ87H55S4,Kindle Customer,A
A335F175GG59YW,Purrteegrl,A
A259JKBFTQGZ66,Margaret,B
A2GWLGWCAUYYF5,Calishopper,A
A1GQNKUVA0JTAR,Kristy L. Graha,A
A2JE3WP6LQB70M,Dotbebe,A
A3U2CZDDU4JM24,Kent,A
A10SX8QUMZJDW1,smalltown kid,B
AUX7Y7WMTG0OT,BJ,A
A21SW83LD1PNYZ,Bruce J. Long,B
A1U87O7AIKN7NX,Amazon Customer,B
A164QDWAVQIG2G,R. Shearer,B
A3GMG9CC2PJIPM,Ioulia B.,B
AK2QK26FG088C,M. Johnston,B
A39AUQ3IP3C8KI,J. Nicholson,B
A3QJP4S99MDRH3,M. H. Jenkins,B
A3GWF3IXOTKRRM,Suzanne J. Winn,A
A381P45COC5065,Stacy Paquette,A
AVD1M6AMX0L2E,Chanh Nguyen,A
A23Z9J4M8BO0V5,barbara crook,B
A33W8YZM9WGFXE,buffmiller,B
A1YSSS9VKDMA9S,Eve &amp;amp; K,A
A2LFYVD0PEE1WH,kolby,B
A3H1FXFU3TIOG0,Lynn Dillman,A
A1486GPL6UEUE6,MajorBedlam,A
A3H4T0GVLMG822,James Evans,A
AOTCSE3GJ7AV4,Kitchen,B
A1TJMSFOB9TOTO,Morgan B.,B
A24TEZOPKSWNY9,Shardaj,B
A7MK7WD1UBOQ6,Brian Henk,B
AFA8JF3TXFZSQ,donaldo,A
A2CJR7TECNPFJM,Joe F.,B
A32T7XYMIHVZI8,T. Wright,A
A34DNZCG3EE77S,Amazon Buyer,A
A200C7YQJ45LRR,Anthony Rupert,B
A32XR5IF1SGJT,Shay,B
A31U2QT7SAL7K,Reginald D. Gar,A
AAOR4P9TMI02W,Erica,A
A1HFVQZIDK7UUD,E.J. Rupert,B
AE1CK0AXZZOCE,michael,A
ASQFX1J6BKR7V,djvenus,A
A38EKCMR6MPXJO,mojostarz,B
A1QKZNU2V4UY9,sandra kubowicz,A
A1U11HDG7BMMOR,Saveur4ever,B
A13FJN87JUKKE8,robert holmes,B
ANEVJ4J34QSIN,Amazon customer,A
A3T0DK3OMOCCTX,Linda Evans,B
A16U7NBVT1S0EE,Ed Michigan,A
A23SRMXJPXU989,Georgene Hoeste,B
A2Y4XJ56CPJHQY,Linda Jean,B
APJV5J3X4IQ56,mscoulter,A
A14U5AZEIC63S3,Trablo,B
AU1BQAZG3SCZE,R. Guillen,B
A37ERSSE93LQDW,Bee Tee,A
A2W4TEJU2MJN2P,Pamela Epstein,A
A2EZTM9WY5B5IL,Casan,B
A21T1JUP3XCL4L,Donya,A
A1HFQ1764SSQTC,Heather Wohl,A
A3L6PU881DPTPJ,Charles T Smith,A
A2RF2POHV60QV1,Desfam,A
